S.no,Name,Adress,Phone,Fax,Email
500,Balaji Hospital Blood Bank,"No.1592/A-229,1591/228, Bellari Road,S.M Nagara, Challakere, Chitradurga, Chitradurga, Karnataka","9986317536,8722670708 ",-  ,drobannakp@gmail.com
501,TVVP  RCH  II Blood Bank,"1st Floor,   Govt. Area Hospital, Suryapet, Suryapet, Suryapet, Telangana","9849666990,9550952495 ",-  ,bloodbankrchsrpt@gmail.com
502,Shri Sai Seva Medical Foundation Sanchalit Nirnay Janseva Blood Bank,"C.S.No.4755/2 - A Nirnay Diagnostic research centre Maa Rani Sati Complex, Malegaon Road, Dhule, - 424001 (Ms) , Dhule, Dhule, Maharashtra","9372811919,02562-238555/325768 ",-  ,nirnayjansevabloodbank@gmail.com
503,Maa Ram Pyari Super Speciality Hospital,"Harihar Singh Road, Morabadi, Ranchi , Near RIMS, Ranchi, Ranchi, Jharkhand",7004567065 ,-  ,vivekgaurav421@gmail.com
504,"District Hospital, Alirajpur","Alirajpur, Alirajpur, Alirajpur, Madhya Pradesh",Mob. 9424063134 ,-  ,csalirajpur@gmail.com
505,Blood Bank P.N. H. Mahatma Budha Education Center,"Blood Bank P.N. H. Mahatma Budha Education Center, East Gandhi Maidan, Siwan, Siwan, Siwan, Bihar","7783006060, 0615-4245245, 9430523283 ",-  ,bloodbankpnhsiwan24@gmail.com
506,"NRI Academy of Sciences, NRI Medical College and General Hospital Blood Bank","E Block, First Floor, Medical College & GH Premises, Chinaka, Mangalagiri (M), Krishna, Andhra Pradesh","91 8645-230101,230102 ",91 8645-237404  ,cao@nrias.ac.in
507,"Shri Jivanprakash Foundation Voluntary Blood Bank, Junagadh","Shri Jivanprakash Foundation Voluntary Blood Bank, Vikram Commercial Complex,  Sardar Baug Road,, Junagadh , Junagadh, Gujarat","9825221122, 0285-2630672/  2631672 ",02852631672  ,drgkgajera@gmail.com
508,NTR Memorial Trust Blood Bank,"NTR Trust Bhavan, Road No. 2, Banjara Hills, Hyderabad,., Hyderabad, Hyderabad, Telangana",9032005611 ,-  ,admin@ntrtrust.org
509,Govt.medical College & Hospital Rajnandgaon ,"Civil Surgeon cum Suptt.  Dist. Hospital, Basantpur, Basantpur, Rajnandgaon, Chhattisgarh",9993683474 ,-  ,bloodbankrjn@gmail.com
510,"Jankalyan Blood Bank, Nashik","3, Shree Nagar, Old Gangapur Naka, Gangapur Road,, Nashik, Nashik, Maharashtra",0253-2573493/2575249 ,0253-2313722  ,rssjan_nsk@rediffmail.com
511,"Government Headquarters Hospital, Nagapattinam","Elancheran Nagar,, Nagapattinam, Nagapattinam, Tamil Nadu",NA ,-  ,-
512,"S.D. Hospital, Ranaghat","P.O.-Anulia, Ranaghat S.D. Hospital, P.O. : Anulia, Dist - Nadia , Ranaghat, Nadia, West Bengal",7477629944 ,-  ,ranaghatbloodbank@gmail.com
513,"M/S Punam Blood Bank, Sasaram","Blood bank, Punam Hospital Company, Sarai, Rauza Road, Sasaram, Sasaram, Rohtas, Bihar","9631917615, 9661507544 ",-  ,poonamhospitalssm@gmail.com
514,"Govt. Medical College Blood Bank, Nagpur"," Model Blood Bank, 2nd Floor, Hospital Building, Govt. Medical College & Hospital,, Nagpur, Nagpur, Maharashtra","9822734640,0712-2744695 ",(0712-2744489)  ,gmchbbngp@gmail.com
515,"Indian Red Cross Society Blood Bank, Kalol","Khuni Bunglow, Char Rasta,kalol,, Kalol, Gandhinagar, Gujarat","94276 80036, 02764-227836, 326856 ",-  ,redcross.kalol@gmail.com
516,Blood Bank NMCH Patna,"Blood Bank NMCH Patna, Agamkuan, Patna, Patna, Bihar",9431619781 ,-  ,nmchdatacentrepatna@gmail.com
517,"Shree Swami  Samartha Vaidyakiya  Shaikshanik & Sanshodhan Sanstha, Sahada  Blood Bank","C/o 1st floor, Shushrut Hospital Khetiya Road, Survey No. 67/3, Plot No. 3, Sahada,, Nandurbar, Nandurbar, Maharashtra","9823065094,9371855918 ",-  ,bb_shahada@yahoo.com
518,Marwari Hospital & Research Centre blood bank,"B-3, Sati Joymati Rd, Athgaon, GUWAHATI, Guwahati, Kamrup Metropolitan, Assam",6900175089 ,-  ,bbdsmda@marwarihospitals.com
519,Netaji Subhas Medical College and Hospital Patna,"Amhara, Raghopur, Bihta, Patna, Patna, Bihar"," 061216633333, 8103431656, 7781020346 ",-  ,bloodbank@nsmch.in
520,"M/s City Blood Center Maripur, Muzaffarpur","Power House Chowk, Maripur, Muzaffapur, Muzaffarpur, Muzaffarpur, Bihar",- ,-  ,citybloodbank.m.24@gmail.com
521,Jupiter Hospital Projects Pvt. Ltd. Blood Centre,"Basement-1, Scheme No. 94, Sector-1, Ring Road, Near Teen Imli Square, Indore, Indore, Madhya Pradesh","0731 3505137, 0731 3505111 ",0731 2499330  ,bloodbank.indore@jupiterhospital.com
522,Government Mohankumaramangalam Medical College Hospital,"Room No;109,Superspeciality building,Government hospital, salem, Salem, Salem, Tamil Nadu",9865425524 ,0  ,salemghbloodbank@gmail.com
523,"Kasturba Health Society's, Blood Bank, Sevagram(MGIMS)","Department of Pathology, MGIMS and Kasturba Hospital  Sevagram,, Department of Pathology, MGIMS and Kasturba Hospital  Sevagram,, Wardha, Wardha, Maharashtra","9422144855,07152284245 ",07152-284333  ,bloodbank@mgims.ac.in
524,"District Hospital, Sehore","Sehore, Sehore, Madhya Pradesh","Mob: 9425650196, 07562 –226737-CS/226411 ",-  ,-
525,G R Blood Bank & Component Agra,"G.R. Hospital & Research Centre Pvt. Ltd. (Blood Bank). Barouli, Ahir, Shamshabad Road,, Near Bhole Baba Dairy, Barauli Aheer, Shamshabad Road, Agra, Agra, Agra, Uttar Pradesh",7520951612 ,-  ,grbloodbank2012@gmail.com
526,Maxwell  Blood Bank,"NH2, Near toll plaza Dafi, Varansi, Varanasi, Uttar Pradesh",7570904844 ,-  ,maxwellbloodbank@gmail.com
527,Adesh Institute of Medical Sciences & Research,"Blood bank, Barnala Road, Bathinda, Bhatinda, Bathinda, Punjab","7309779712, 8872411007, 01642742900 ",-  ,adeshbloodcentre@gmail.com
528,Thanjavur Medical College Hospital,"Thanjavur Medical College Road, , Thanjavur, Thanjavur, Tamil Nadu",NA ,-  ,-
529,"Blood Bank, Northern Railway Central Hospital","Basant Lane, New Delhi, New Delhi, Delhi",23747989 ,-  ,-
530,Jan Kalyan Charitable Blood Bank,"33/100-G, Lurise Complex, Namnair, Agra, Agra, Uttar Pradesh","0562-64511215,7300718884 ",-  ,jankalyanseevasamiti71@gmail.in
531,Thalassemia and Sickle Cell Society Blood Bank,"Door No. 22-8-496 to 501, Ist and 2nd floor, Chatta Bazar ‘X’ Road, Opp: City Civil Courts, Purani Haveli, , Hyderabad, Hyderabad, Telangana",NA ,-  ,-
532,Chaitanya Blood Bank,"D.No.40-9/1-26, Vasavya Complex, 1st floor, Vasavya Nagar, , Vijayawada, Krishna, Andhra Pradesh","0866 249 7977, 0866-645977 ",-  ,-
533,Blood Bank Asian Dwarkadas Jalan Memorial Hospital,"Bartand, Near City Centre, Dhanbad, C/o Asian Dwarkadas Jalan Super Specialty Hospital, Dhanbad, Dhanbad, Jharkhand",7004177103 ,-  ,jalanbloodbank@gmail.com
534,Indian Red Cross Society Blood Bank Vizianagaram,"Near Ganesh Temple,Cantonment,Vizianagaram - 535003, vizianagaram, Vizianagaram, Andhra Pradesh",272700 ,-  ,secretaryredcrossvizianagaram@gmail.com
535,Apollo Speciality Hospitals Nellore,"16/111/1133, Muthukur Road, Pinakini Nagar, Nellore, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh",7989523405 ,-  ,rajasekhar_m@apollohospitals.com
536,Burdwan Medical College and Hospital,"Purba Burdwan, Burdwan Medical College & Hospital BB, P.O. & Dist. - Burdwan, Burdwan, Purba Bardhaman, West Bengal"," 9474638140,9831964064 ",-  ,bbbmch@gmail.com
537,"P.M.O, Blood Bank, Govt. Hospital Gangapur City ","-, Gangapur, Sawai Madhopur, Rajasthan",0 ,-  ,-
538,"Blood Bank, Holy Family Hospital","Okhla  Road,, Jamianagar P O, New Delhi, South, Delhi","26332800,09 ",26913225  ,bloodbank@holyfamilyhospitaldelhi.org
539,Mahalakshmi Blood Bank,"mahalaxmi blood bank karad shanivarpeth karad , mahalaxmi blood bank karad shanivarpeth karad , karad, Satara, Maharashtra",9405538281 ,000000000  ,rajanraje1405@gmail.com
540,"Blood Bank, The Mission Hospital ( A Unit of Durgapur Medical Centre Pvt. Ltd."," Plot No: 219(P), Sector-2C, Iman Kalyan Sarani, Bidhan Nagar, Durgapur, BARDHAMAN, West Bengal,  Durgapur, Paschim Bardhaman, West Bengal","09800881800, 09800881649, 09800881728 ",-  ,bloodbank@themissionhospital.in
541,KEM Hospital Blood Bank,"Sardar Moodliar Road, Rastha Peth,, Pune, Pune, Maharashtra","9823955650, 9960839347 ",26125603  ,mathurabloodbank@gmail.com
542,"Blood Bank, Kasturba Gandhi Hospital"," Near Jama Masjid, Daryaganj , New Delhi, Central, Delhi",01123275025 ,-  ,kasturbahospitalndmc@gmail.com
543,MOTHER TERESA BLOOD BANK (A UNIT OF VIDYA SADHANA EDUCATIONAL SOCIETY),"MADHEENAGUDA,  MIYAPUR,  HYDERABAD,  RANGAREDDY DISTRICT, Hyderabad, Hyderabad, Telangana",9949496496 ,-  ,motherteresabloodbank2@gmail.com
544,K G Medical College Blood Bank Raighar,"Late Lakhiram agrawal Memorial, M/s. K.G. Hospital Blood Bank, Govt. K.G. Dist. Hospital Raigarh, Dist. Hospital (GMC & Asso. KGH), Raighar, Raigarh, Chhattisgarh",07762-222633 ,-  ,gmcrbloodbank@gmail.com
545,"A.D. GORWALA, KARAMSAD","A.D.Gorwala Blood Bank,  Pramukhswami Medical College & Shree krishna Hospital, Gokulnagar,, Karamsad, Anand, Karamsad, Anand, Gujarat",9426362701 ,-  ,kirtimr@charutarhealth.org
546,Blood Bank District Hospital Ghazipur,"DH, Ghazipur, Ghazipur, Uttar Pradesh"," 9889219349,0548-2220173,7571875582 ",-  ,kumarsinghsaket86@gmail.com 
547,Padmashree Dr.D.Y Patil (Vishweshwar) Blood Bank," Padmashree, Dr. Dy. Patil Medical College Hospital , Sant Tukaram Nagar, Pimpari,, Pune, Pune, Maharashtra","9561792418,020-27423844 ",020-27420439  ,vishweshwar.vbb@rediffmail.com
548,"Bihar State Blood Bank, PMCH, Patna","Bihar State Blood Bank PMCH, Ashok Raj Path, Bankipur,, Patna, Patna, Bihar","9693908212,0612-2300334 ",-  ,biharstatebloodbank@gmail.com
549,Blood Bank Jeevan Deep Hospital,"Indira Mill Crossing, Jeevandeep Road, jamunipur, SRN Bhadohi., Bhadohi, Sant Ravidas Nagar (Bhadohi), Uttar Pradesh","9936042720, 9140847468 ",-  ,drgupta.ajit@gmail.com
550,Believers Church Medical College Hospital,"St. Thomas Nagar, Kuttapuzha P.O., Thiruvalla, Tiruvalla, Pathanamthitta, Kerala","04693023100, +914693023100 ",-  ,bloodbank@bcmch.org
551,"Blood Bank, District Hospital Anuppur","DH, Anuppur, Anuppur, Madhya Pradesh",8827100201 ,-  ,anuppurbloodbank@gmail.com
552,Artemis Medicare Services Ltd.,"Sector-51, , Gurgaon, Gurgaon, Haryana","09716122245 0124-6767999, 09716122284 ",-  ,anilkpl@artemishealthsciences.com
553,"District Hospital, Shivpuri","Shivpuri, Shivpuri, Madhya Pradesh","Mob: 9406570709, 07492 – 226622 / 403320 ",-  ,-
554,Sir J.J.Mahanagar Rakthapedhi,"Ground Floor, F.D. Petit Building,J.J.Campus,J.J.Road, Byculla,, Mumbai, Mumbai, Maharashtra","9892860703,022- 23735585 ",23733338  ,drhitesh@mahasbtc.com
555,AGMC & GBP Hospital (Model Blood Bank),"AGMC & GBP Hospital, GB Bazar, Kunjaban,, Agartala, West Tripura, Tripura",9436120190 ,-  ,agmcbloodbank@gmail.com
556,"M/s, Classic Charitable Trust Gujarat Blood Bank","M/s. Classic Charitable Trust , Ek dant Avenue, Opp. Bus Stand, Dahod Road, Zalod,, JHALOD, Dahod, Gujarat","9825580133, 9157581771, 9638185108 ",-  ,im1329609@gmail.com
557,"M.P. Birla Hospital & Research Centre Institute, Satna","J.R. Birla Road, Post Birla Vikas, Satna, Satna, Madhya Pradesh","07672 257411, 07672 257412, 07672 404085 ",07672400200  ,-
558,Apollo Hospitals Enterprise Ltd,"Blood Bank Centre , Jubilee Hills, Hyderabad., HYDERABAD, Hyderabad, Telangana",04023607777 ,-  ,bksatish22@gmail.com
559,"Indian Red Cross Society Blood Bank, Nadiad","Shri H.V.Desai Blood Bank,Red Cross Building, Santram Road, Nadiad, Nadiad, Kheda, Gujarat","9825190351, 0268-2566944 ",-  ,ircsnadiad@gmail.com
560,Om Charitable Blood Bank,"Om Charitable Blood Bank, 31/1C/A, Raja Ram Ki Bagiya, Rajapur Chungi, Saheed Nagar, , Agra, Agra, Uttar Pradesh",9536362182 ,-  ,omsewasamiti2011@gmail.com
561,"BYL Nair Hospital, Blood Bank","New OPD Bldg. 2nd Floor, Dr. A. L.Nair Road,, Mumbai Central, Mumbai, Maharashtra","8879334904,022-23027644, 23027645 ",-  ,nairbloodbank@yahoo.com
562,Murshidabad Medical College & Hospital,"P.O.Baharampur, Murshidabad , Murshidabad , West Bengal","9831463375, 9932613072,9748280944 ",-  ,bloodbankmsd@gmail.com
563,Tarawati Nursing Home Pvt. Ltd. Blood Bank," Manjulkey Garden, , Saharanpur, Saharanpur, Uttar Pradesh",8077414314 ,-  ,rajneetigroup@gmail.com
564,"Blood Bank, Lions Blood Bank","AK-100, Shalimar Bagh, Delhi, North West, Delhi","47122000, 42258080 ",27484100  ,poonamshrivastava1@gmail.com
565,Government Blood Bank,"Govt.Dist.Hospital Premises, Gadwal, Gadwal, Jogulamba Gadwal, Telangana","08546-271757, 9985325557 ",-  ,govtbloodbankgadwal@gmail.com
566,"District Hospital, Vidisha","Swarnkar Colony, Vidisha, Vidisha, Madhya Pradesh","Mob. 9926472551, 07592 –237825 ",-  ,-
567,Blood Bank Sadar Hospital Sitamarhi,"Sadar Hospital Sitamarhi, Sitamarhi, Sitamarhi, Bihar",9473264433 ,-  ,bloodbanksitamarhi@gmail.com
568,"Voluntary Manav Seva Samiti, Ratlam","Nagrik Vishram Griha College Road,, Raltam, Ratlam, Madhya Pradesh","8982063330, 0741 2239000, 090394-94095 ",-  ,manavsevasamitirtm@rediffmail.com
569,"Choitram Hospital & Research Centre, Indore","Manik Bagh Road,, Indore, Indore, Madhya Pradesh","0731 2362491, 0731 2362499, 9753222462 ",0731 2470068   0731   ,-
570,Swatanthra Blood Bank,"C/o Gauthami Scan Centre,46-13-31,First Floor, Near Gandhi Park, Danavaipeta, Rajahmundry, Rajahmundry, East Godavari, Andhra Pradesh",9492031493 ,-  ,swatantrabbrjy@gmail.com
571,Govt. Area Hospital Blood Bank,"Near Bhajan Mandir,G.R.Basthi,Kothagudem, Bhadradri Kothagudem, Kothagudem, Bhadradri Kothagudem, Telangana",9490144084 ,-  ,bbahkgm@gmail.com
572,Sri Venkateswara Institute of Medical Sciences Blood Bank,"SVIMS Hospital Premises, T.T.D, Tirupati, Chittoor, Andhra Pradesh",9494403546 ,-  ,svimsbloodbank@gmail.com
573,"Christian Medical College, Ludhiana","CMC Chownk, Brown Road,, Ludhiana, Ludhiana, Punjab","01612115031,9803002423 ",-  ,bloodbankcmc@gmail.com
574,District Hospital Blood Bank Churachandpur,"Churachandpur District Hospital, IB Road, Hiangtam Lamka,  Churachandpur, Churachandpur, Manipur",9612134583 ,-  ,vijayantakshetri@gmail.com
575,St. George's Hospital & Regional  Blood Bank,"Fort. Behind General Post Office P.D.Mello Road, Mumbai, Mumbai, Maharashtra","7715857058,(9029020675-Narayan),22621420 ",22624464  ,bb004@mahasbtc.com
576,"Indian Red Cross Society Blood Bank, Bokaro","Near Circuit House, Sector-1, Bokaro, Bokaro, Jharkhand",7903155327 ,-  ,jh.bb.ircsbksc@gmail.com
577, Clara Swain Mission Hospital Blood Bank,"Klarashwan Mission Hospital, Blood Bank, Civil Lines, , Bareilly, Bareilly, Uttar Pradesh","8392911102,0581-2500000,9837428720 ",-  ,dr.sangeeta83@rediffmail.com
578,"Sterling Hospital, Ahmedabad","Blood Bank, Sterling Hospitals, Drive in Road,  Near Gurukul, Memnagar Road,, Ahmedabad, Ahmedabad, Gujarat","9723430962, (079) - 40011111 ",-  ,bipin.patel@sterlinghospitals.com
579,Sanjeevani Blood Bank,"110, 2/B Nishigandh, Vivekanand Nagar, Near  S.G Vidyalay,, Kopergaon, Ahmadnagar, Maharashtra","7588567384, 02423-222237/224885/ 223117  ",-  ,neeetapatil@gmail.com
580,"District Hospital, Morena","District Hospital Morena, District.hospital.morena, Morena, Morena, Madhya Pradesh",Mob: 9826246293 ,-  ,bloodbankmorena@gmail.com
581,Rotary Club New Panvel charitable  Trust s Late Dr. B.V. Limaye Blood Bank,"Plot No-8,sect.1, Khanda Colony,Mumbai Pune Road, New Panvel-(W), PANVEL, Raigarh, Maharashtra","9867880705,9820419442,(022) 27459322 ",-  ,rotarybloodbank.newpanvel@gmail.com
582,"NSCB Medical College, Jabalpur","Ist Floor Hospital Premises, Nagpur Road, Jabalpur, Jabalpur, Madhya Pradesh","Mob:9425150532, 0761–26763644/45 Ext 300 ",-  ,-
583,"District Hospital, Burhanpur","Burhanpur, Burhanpur, Burhanpur, Madhya Pradesh",9754876365 ,-  ,kamleshsawle707@gmail.com
584,Blood Bank Shri Vasantrao Naik  Govt. Medical College & Hospital,"Waghapur Road,, Yavatmal, Yavatmal, Maharashtra","9822471353, 9404372604, 9960616471 ",07232 - 244148  ,deanvngmc@rediffmail.com
585,"J P Hospital, Tulsi Nagar, Bhopal ","1250, Tulsi Nagar, Bhopal, Bhopal, Madhya Pradesh","Mob: 9827056443, 0755–2556812  Extn.337 ",-  ,-
586,"Shukla Blood Bank, Darbhanga","A unit of Dr. Shukla's Medicity Pvt. Ltd. Diggi West, , Darbhanga, Darbhanga, Bihar",- ,-  ,-
587,Noble Blood Centre,"FIRST FLOOR ,949/11,OPP PNB BANK AMBALA ROAD,KAITHAL, Kaithal, Haryana",9780783282 ,-  ,nbckaithal@gmail.com
588,M/s Beed Blood Bank,"Beed, Beed, Bid, Maharashtra","9422750783, 8788105218 ",-  ,beedbloodbank@gmail.com
589,Shristi Blood bank Patna,"Shristi Blood bank (An unit of Sugam Jagriti) Kumhrar, , Patna, Patna, Bihar",7903727609 ,-  ,shrishtibloodbank@gmail.com
590,Jawaharlal Nehru Medical College Blood Bank,"Acharya Vinoba Bhave Rural Hospital Building, Ground Floor, Sawangi (meghe),, wardha, Wardha, Maharashtra","9823749905, 07152-287877(Direct) ",-  ,jnmcbloodbank@rediffmail.com
591,"Blood Bank Sadar Hospital, Jehanabad","Amar Shahid Jagdeo Prasad Sadar Hospital Jehanabad Premises,, Jehanabad, Jehanabad, Bihar","9835407198, 06114225857 ",-  ,bloodbankshjeh@gmail.com
592,"Blood Bank Sadar Hospital, Lakhisarai","Sadar Hospital Lakhisarai (Second Floor) , Lakhisarai, Lakhisarai, Bihar",7033901456 ,-  ,bloodbanklak@gmail.com
593,Shivnath Blood Bank,"Shivnath Blood Bank,raipur, raipur, Raipur, Chhattisgarh",8209638823 ,-  ,cdiraipur@gmail.com
594,College of Medicine and Sagore Dutta Hospital,"Kmarhati, College of Med. & Sagar Dutta Hospital, Kamarhati, Kolkata - 58, North Twenty Four Parganas, North Twenty Four Parganas, West Bengal",9830116902 ,-  ,-
595,Blood Bank OPEC Kailly,"Opec Hospital, Kailly,, Basti, Basti, Uttar Pradesh","9452147682,05542-281224,9454777910 ",-  ,opechospital1997@gmail.com
596,Ramkrishna Mission Seva Prathisthan Blood Bank,"99 Sarat Bose Road, Kolkata, Kolkata, Kolkata, West Bengal",033-24753636/9434154741/9903330940 ,-  ,rkmspsm@gmail.com
597,Narayana Hrudayalaya MMI Blood Bank,"NHMMI Hospital Campus, Lalpur, Dhamtari Road, Raipur, Raipur, Chhattisgarh","9109972181, 0771 4210902 ",-  ,info.rpr@narayanahealth.org
598,Lion's Blood Bank,"Bandikaman Road, Ward No.6, CTS No.168, Basement Ground and , Bijapur, Vijayapura, Karnataka","9845894005,835222200050 ",-  ,lionsclubbijapur@gmail.com
599,Vatsalya Blood Bank,"Vaatsalya Blood Bank, Mahavir Vaatsalya Aspatal, East of Sadaquat Ashram,L. C. T. Ghat,, Patna, Patna, Bihar","9835040963,0612-2275657,0612-2277528 ",-  ,vaatsalyabloodbank@rediffmail.com
600,People Tree Hospital Blood Storage Center (BSU),"TMI Healthcare Pvt. Ltd.2, Tumkur Road, Goraguntepalya, (Opp Taj Vivanta) Yeshwanthpur, Bangalore, Bengalore Urban, Karnataka",7026616611 ,-  ,drsuraksha@peopletreehospitals.com
601,Nizam's Institute of Medical Sciences Hospital Blood Bank,"6-3-343, Rd Number 1, Punjagutta Market, Punjagutta, Hyderabad, Hyderabad, Telangana","040 2348 9722, 9441340632 ",9441340632  ,drmuralikrishnanimsdtm@gmail.com
602,"Government Head Quarters Hospital, Kovilpatti","Government Head Quarters Hospital, Kovilpatti, 145a3, Kadalaiyur Road, Iluppaiyurani, Kovilpatti, Tamil Nadu 628501, Kovilpatti, Thoothukkudi, Tamil Nadu",9629179751 ,-  ,-
603,QRG Medicare Ltd. Blood Bank,"C-Block, 1st Floor, Plot No. 1,  Sec-16, , Faridabad, Faridabad, Haryana",- ,-  ,rajeev.kushwaha@qrgmedicare.com
604,"District Hospital, Ratlam","College Road, Katju Nagar, Laxman Pura, Ratlam, Ratlam, Madhya Pradesh","Mob:7879154365, 9827232032, 07412–244835 ",-  ,dineshacharya47@gmail.com
605,"Shrikrishna Blood Bank, Omerga","Dr. Patange Hospital Building, Ajay Nagar, Omerga, , Osmanabad, Osmanabad, Maharashtra","9422069904,2475252004 ",2475250091  ,dr.dbpatange@gmail.com
606,"M/s MA. NA. Shri R.R. (AABA) Patil Shikshan Sheti Sanshodhan Aani Vikas Sansthas  Balaji Blood bank,","C.S.No.467/8A,1B/45,Jaldhar Bulding,2nd floor,sardarbazaar, Satara, Satara, Maharashtra",9860022646 ,-  ,-
607,"District Hospital, Seoni","District Hospital, Seoni, District Hospital, Seoni, Seoni, Seoni, Madhya Pradesh","7987359218, 07692220358,  9644982729 ",-  ,bbseoni@gmail.com
608,Arpan Blood Bank & Blood Component Laboratory & Research Centre Nashik,"1 st floor, Office No.102/103, Dr. Athawale Chambers, Opp.Gavkari Press Tilak Path,, Nashik, Nashik, Maharashtra",9822324340(Tated)/9422770765 ,0253-2313662  ,nandkishor@arpanbloodbank.org
609,"Shree Swami  Samartha Vaidyakiya  Shaikshanik & Sanshodhan Sanstha, Late  Shri Mukeshbai Patel Blood","1st floor, Agrasen  Patpedhi, Maharaja Complex  Shirpur,, Shirpur, Dhule, Maharashtra","8180062242,9823142895 / 8421756756 ",-  ,bb_shirpur@yahoo.com
610,Rajashri Chatrapati Shahu Maharaj Govt. Medical College & chatrapati Pramilaraje  General  Hospital ,"Dasara Chowk, Somwar Peth, C.P.R Hospital Compound,, Karveer, Kolhapur, Maharashtra","7709519503,0231-2644337 ",0231-2645283  ,rcsmgmc.cprbloodbank@gmail.com
611,Narayana super speciality Hospital Blood Bank,"55th Floor Plot No. 3201, Block-V, DLF Phase III Sector 24, , Gurugram, Gurgaon, Haryana","09560409969,  0124-4585555 ",-  ,sonia.bindal.dr@narayana health.org
